course,campus,class_number,component,auto_enrolls,days,times,location,waitlist,instructor,enrolled,limit
NURSING 4400,,12841.0,L,,,,ONLINE,,J.Smith,42,43
NURSING 4400,,13175.0,L,,,,ONLINE,,J.Smith,42,43
NURSING 4890.02H,,12842.0,L,,M,200P-0345,HMH0380,,J.Tate,12,12
NURSING 5100,,13263.0,L,,M,500P-0650,ONLINE,,{7W2} S.McGhee,113,160
NURSING 5115,,37104.0,L,,M,400P-0500,ONLINE,,{7W1} D.Foley,3,3
NURSING 5115,,13124.0,L,,M,400P-0500,ONLINE,,{7W1} D.Foley,20,25
NURSING 5115,,13125.0,L,,M,400P-0500,ONLINE,,{7W2} D.Foley,3,25
NURSING 6114,,13033.0,L,,,,ONLINE,,{7W1} M.Amaya,15,20
NURSING 6260,,12852.0,L,,M,900A-1230,ONLINE,,{7W1} S.Bhatnagar,28,28
NURSING 6260,,12871.0,C,(12852),W,630A-0730,,,{7W1},8,8
NURSING 6260,,12923.0,C,(12852),W,630A-0730,,,{7W1},6,6
NURSING 6260,,12924.0,C,(12852),W,630A-0730,,,{7W1},8,8
NURSING 6260,,12925.0,C,(12852),F,630A-0730,,,{7W1},6,8
NURSING 6260,,12853.0,L,,M,900A-1230,ONLINE,,{7W2} S.Bhatnagar,23,24
NURSING 6260,,12872.0,C,(12853),W,630A-0730,,,{7W2},8,8
NURSING 6260,,12927.0,C,(12853),F,630A-0730,,,{7W2},7,8
NURSING 6260,,12928.0,C,(12853),W,630A-0730,,,{7W2},8,8
NURSING 6280,,12854.0,L,,F,800A-1130,NH0172,,{7W1} K.Morrow,23,24
NURSING 6280,,12873.0,C,(12854),S,630A-0730,,,{7W1},8,8
NURSING 6280,,12961.0,C,(12854),M,630A-0730,,,{7W1},7,8
NURSING 6280,,12962.0,C,(12854),W,630A-0730,,,{7W1},8,8
NURSING 6280,,12855.0,L,,F,800A-1130,NH0172,,{7W2} K.Morrow,28,28
NURSING 6280,,12874.0,C,(12855),S,630A-0730,,,{7W2},8,7
NURSING 6280,,12964.0,C,(12855),M,630A-0730,,,{7W2},0,0
NURSING 6280,,12965.0,C,(12855),W,630A-0730,,,{7W2},10,7
NURSING 6280,,12990.0,C,(12855),s,630A-0730,,,{7W2},10,7
NURSING 7208.03,,13132.0,L,,R,500P-0830,NH0264,,"C.McClerking, M.Wende, S.Stanford, A.Smith, C.Kresge",14,20
NURSING 7208.03,,13133.0,C,(13132),,,,,,14,20
NURSING 7218.03,,13258.0,L,,T,900A-0100,,,"A.Blankenship, V.Cox",4,10
NURSING 7218.03,,13259.0,C,(13258),,,,,,4,10
NURSING 7228.03,,13134.0,L,,T,800A-1100,ONLINE,,"C.Shihabuddin, P.Kibbe, K.Aoun",20,20
NURSING 7228.03,,13135.0,C,(13134),,,,,,20,20
NURSING 7238.02,,13103.0,L,,T,400P-0600,ONLINE,,J.Volkerding,7,10
NURSING 7238.02,,13104.0,C,(13103),,,,,,7,10
NURSING 7260,,12879.0,L,,,,ONLINE,,{7W1} J.Hu,6,30
NURSING 7268.03,,12883.0,L,,T,800A-1100,NH0244,,"M.Lee, A.McGhee, H.Bobek, K.Roll",27,31
NURSING 7268.03,,12939.0,C,(12883),,,,,,27,31
NURSING 7268.03,,12884.0,L,,T,800A-1100,ONLINE,,"K.Casler, C.Nikolai, J.Dush, J.Brewer",37,40
NURSING 7268.03,,12966.0,C,(12884),,,,,,37,40
NURSING 7281,,12880.0,L,,W,830A-1130,ONLINE,,"G.Rice, C.Anderson",18,25
NURSING 7288.03,,12885.0,L,,T,900A-0430,HMH0380,,"L.Jenkusky, A.Alston, E.Neiman, K.Heggestad",7,10
NURSING 7288.03,,12967.0,C,(12885),,,,,,7,10
NURSING 7298.03,,12886.0,L,,T,900A-0430,,,"L.Jenkusky, A.Alston, E.Neiman, K.Heggestad",7,10
NURSING 7298.03,,12968.0,C,(12886),,,,,,7,10
NURSING 7302,,12940.0,L,,W,900A-1200,ONLINE,,"J.Ulloa, N.Zimmerman",17,20
NURSING 7302,,12941.0,C,(12940),,,ONLINE,,,17,20
NURSING 7303,,13102.0,L,,T,900A-1200,ONLINE,,S.Sykes,17,20
NURSING 7308.03,,12888.0,L,,R,900A-1200,ONLINE,,"J.Ulloa, A.Kelly, S.Sykes, N.Zimmerman",8,10
NURSING 7308.03,,12970.0,C,(12888),,,,,,8,10
NURSING 7330,,12881.0,L,,F,230P-0330,ONLINE,,"J.Kosla, A.Blankenship, B.Heuer, H.Parks",21,22
NURSING 7330,,13061.0,B,(12881),F,830A-1130,NH0048,,,18,19
NURSING 7330,,13138.0,B,(12881),M,500P-0800,ONLINE,,,3,3
NURSING 7331,,13105.0,L,,,,ONLINE,,S.Ault,32,32
NURSING 7332,,13236.0,B,,,,ONLINE,,H.Bobek,2,1
NURSING 7338.03,,12889.0,L,,T,900A-0100,NH0198,,"S.Hosley, J.Kosla, H.Parks, B.Heuer",17,20
NURSING 7338.03,,12971.0,C,(12889),,,,,,17,20
NURSING 7341,,12882.0,L,,W,230P-0330,NH0198,,A.Smith,19,20
NURSING 7341,,12972.0,L,,R,330P-0630,ONLINE,,"B.Warren, M.Wiggins",24,30
NURSING 7346,,13123.0,L,,,,,,,0,20
NURSING 7348.03,,13136.0,L,,F,900A-1200,ONLINE,,"A.Smith, S.Linder, S.Ault, A.Brauch, M.Wiggins, B.McKinney",54,60
NURSING 7348.03,,13137.0,C,(13136),,,,,,54,60
NURSING 7378.02,,13085.0,L,,R,400P-0700,ONLINE,,B.Brinkman,9,10
NURSING 7378.02,,13086.0,C,(13085),,,,,,9,10
NURSING 7403,,13024.0,L,,,,ONLINE,,T.Graham,3,10
NURSING 7410,,12876.0,L,,M,900A-1100,ONLINE,,J.Overcash,97,100
NURSING 7410,,12954.0,B,(12876),W,100P-0400,NH0082,,"E.Neiman, K.Heggestad",17,20
NURSING 7410,,12955.0,B,(12876),T,430P-0730,NH0082,,"M.Wende, C.Kresge",12,12
NURSING 7410,,12957.0,B,(12876),T,900A-1200,NH0082,,"E.Faulds, S.Gahn",19,20
NURSING 7410,,12978.0,B,(12876),T,100P-0400,NH0082,,"P.Kibbe, K.Aoun",19,20
NURSING 7410,,12997.0,B,(12876),R,230P-0430,NH0082,,"A.McGhee, K.Roll",13,16
NURSING 7410,,13049.0,B,(12876),R,800A-1200,NH0082,,"K.Roll, A.McGhee",16,16
NURSING 7410,,37990.0,B,(12876),W,100P-0400,,,E.Neiman,1,1
NURSING 7410,,12958.0,L,,T,400P-0530,ONLINE,,K.Gawlik,71,78
NURSING 7410,,12959.0,B,(12958),T,530P-0700,ONLINE,,"J.Brewer, M.Burt, C.Nikolai, A.Hanners",32,37
NURSING 7410,,13050.0,B,(12958),T,530P-0700,ONLINE,,"A.Hanners, B.McKinney, A.Brauch",24,25
NURSING 7410,,13080.0,B,(12958),T,530P-0700,ONLINE,,M.Granger,15,15
NURSING 7445,,35313.0,L,,T,230P-0330,ONLINE,,K.Piotrowski,15,15
NURSING 7455.01,,35314.0,L,,MT,900A-1130,ONLINE,,"J.Welch, N.Moriber",15,15
NURSING 7470,,12877.0,L,,M,130P-0330,ONLINE,,"S.Strassels, J.Dush, N.Moriber, M.Lee",188,200
NURSING 7471,,13232.0,L,,,,ONLINE,,J.Han,10,20
NURSING 7483,,13027.0,L,,,,ONLINE,,P.Blake,30,30
NURSING 7483,,13028.0,L,,,,ONLINE,,K.Moss,20,30
NURSING 7483,,13046.0,L,,,,ONLINE,,L.Strait,30,30
NURSING 7483,,13068.0,L,,,,ONLINE,,V.Moore,30,30
NURSING 7561,,13091.0,L,,,,ONLINE,,"C.Jones, T.Patterson",37,40
NURSING 7718,,12930.0,L,,M,410P-0650,MC0230,,A.Witwer,0,5
NURSING 7780,,12878.0,L,,,,ONLINE,,L.Strait,31,30
NURSING 7780,,13069.0,L,,,,ONLINE,,C.Zellefrow,29,30
NURSING 7781,,13030.0,L,,,,ONLINE,,"A.Mackos, E.Chipps",39,60
NURSING 8400,,13035.0,L,,W,900A-1200,NH0198,,K.Williams,2,10
NURSING 8441,,12890.0,L,,M,900A-1200,HMH0340,,J.Ford,6,10
NURSING 8462,,13084.0,L,,W,900A-1200,HMH0370,,"D.Von Ah, M.Happ",7,10
NURSING 8784,,13087.0,L,,W,100P-0400,HMH0370,,"J.Tate, R.Lorenz",6,10
NURSING 8786,,13100.0,L,,M,100P-0400,NH0198,,H.Tubbs Cooley,2,10
BUSTEC 1202T,WST,31754.0,B,,,,ONLINE,,C.Welch,19,30
BUSTEC 1202T,WST,32670.0,B,,T,130A-0135,AT0203,,C.Welch,4,21
BUSTEC 2191T,WST,31785.0,F,,,,,,S.Kumarappan,1,10
BUSTEC 2207T,WST,31712.0,L,,,,,,,0,20
BUSTEC 2207T,WST,31713.0,B,(31712),,,,,,0,20
BUSTEC 2231T,WST,31714.0,L,,M W F,240P,SK0206,,S.Kumarappan,41,60
BUSTEC 2232T,WST,31715.0,L,,M W F,150P,FA0121,,S.Toops,19,24
BUSTEC 2241T,WST,31716.0,L,,M W,240P,FA0121,,S.Toops,22,30
BUSTEC 2241T,WST,31717.0,B,(31716),R,130A-0135,WSB175,,S.Toops,22,30
BUSTEC 2244T,WST,31718.0,L,,T R,700P-0820,SK0206,,R.Steward,31,45
BUSTEC 2249T,WST,31719.0,L,,M W,410P,WSB175,,S.Kumarappan,19,42
BUSTEC 2249T,WST,31720.0,B,(31719),T,130A-0135,SK0100,,S.Kumarappan,19,42
BUSML 3150,,4429.0,L,,M,800A-0920,UH0014,,C.Adams,90,150
BUSML 3150,,5211.0,L,,M,030A-1150,ONLINE,,C.Adams,157,160
BUSML 3250,,4416.0,L,,T,220P-0410,SU0220,,A.Piletz,249,252
BUSML 3250,,4417.0,L,,W,300P-0450,SB0105,,J.Quinn,251,252
BUSML 3250,,4418.0,L,,M,220P-0340,ONLINE,,A.Piletz,242,252
BUSML 3250,,5348.0,L,,M,150P-0310,HI0131,,C.Adams,249,252
BUSML 3250H,,5263.0,L,,T R,800A-0920,SB0205,,A.Piletz,30,35
BUSML 3250H,,35169.0,L,,M W,245P-0205,GE0285,,R.SOSTER,34,35
BUSML 3250H,,37858.0,L,,M W,935A-1055,GE0275,,R.SOSTER,7,35
BUSML 3380,,4413.0,L,,F,240P-0230,SB0105,,{7W1} A.Pritchard,247,252
BUSML 3380,,4414.0,L,,,,ONLINE,,{7W1} A.Pritchard,252,252
BUSML 3380,,4415.0,L,,F,240P-0230,SB0105,,{7W2} A.Pritchard,243,252
BUSML 3380,,5017.0,L,,,,ONLINE,,{7W2} D.Widdifield,249,250
BUSML 4201,,4419.0,L,,T R,245P-0205,SB0215,,G.Ceylan,45,45
BUSML 4201,,4420.0,L,,T R,220P-0340,GE0355,,G.Ceylan,11,45
BUSML 4201,,5352.0,L,,M W,355P-0515,GE0208,,R.SOSTER,39,40
BUSML 4201,,4421.0,L,,T R,245P-0205,SB0315,,J.Walker,45,45
BUSML 4201,,4832.0,L,,T R,220P-0340,SB0315,,J.Walker,42,45
BUSML 4201,,37973.0,L,,,,,,,0,0
BUSML 4202,,4422.0,L,,T R,935A-1055,SB0305,,M.Tian,21,45
BUSML 4202,,5353.0,L,,T R,800A-0920,SB0319,,M.Tian,6,45
BUSML 4202,,5101.0,L,,T R,110A-1230,SB0305,,M.Tian,45,45
BUSML 4202,,5214.0,L,,T R,935A-1055,SB0300,,M.Kim,46,45
BUSML 4202,,5215.0,L,,T R,355P-0515,SB0220,,M.Kim,42,45
BUSML 4203,,4423.0,L,,W,220P-0340,SB0319,,M.Landekhovskaya,48,48
BUSML 4203,,4424.0,L,,R,245P-0205,GE0208,,D.Mitchell,41,42
BUSML 4203,,4963.0,L,,W,355P-0515,SB0319,,D.Taylor,31,48
BUSML 4203,,5208.0,L,,W,110A-1230,HA0025,,M.Landekhovskaya,42,42
BUSML 4203,,5209.0,L,,M,355P-0515,GE0375,,A.Shockney,48,48
BUSML 4203,,5295.0,L,,W,530P-0650,SB0300,,D.Taylor,29,40
BUSML 4203,,5354.0,L,,R,355P-0515,SB0319,,D.Mitchell,32,48
BUSML 4204,,4425.0,L,,T,245P-0345,,,S.LaCross,42,42
BUSML 4204,,4426.0,L,,,,,,,0,42
BUSML 4204,,4427.0,L,,T,530P-0830,SB0209,,D.Mitchell,26,42
BUSML 4204,,5356.0,L,,W,430P-0730,SB0305,,J.Wetli,35,42
BUSML 4204,,4692.0,L,,M,110A-0210,GE0208,,A.Shockney,40,40
BUSML 4204,,5060.0,L,,W,105A-0205,GE0208,,B.Hipsher,40,40
BUSML 4204,,5164.0,L,,R,220P-0520,GE0245,,C.Bunker,42,40
BUSML 4204,,5357.0,L,,T,930A-1230,GE0245,,V.Agrawal,42,42
BUSML 4210,,5229.0,L,,T R,245P-0205,GE0375,,J.Kim,12,45
BUSML 4222,,35170.0,L,,,,,,,0,45
BUSML 4223,,5103.0,L,,T,530P-0810,SB0220,,K.York,34,45
BUSML 4223,,5332.0,L,,M W,110A-1230,GE0265,,M.Isler,50,50
BUSML 4224,,35467.0,L,,M W,935A-1055,GE0208,,M.Isler,16,20
BUSML 4232,,35191.0,L,,M,705P-0825,SB0105,,R.Browder,76,90
BUSML 4232,,35192.0,R,(35191),W,530P-0650,SB0205,,R.Browder,44,45
BUSML 4232,,35196.0,R,(35191),W,705P-0825,SB0205,,R.Browder,32,45
BUSML 4233,,36001.0,L,,T R,530P-0650,SB0319,,J.Nam,36,45
BUSML 4233,,36002.0,L,,T R,355P-0515,SB0305,,J.Nam,45,45
BUSML 4240,,5223.0,L,,M W,530P-0650,SB0319,,{7W2} S.Griffin,24,43
BUSML 4242H,,37149.0,L,,M W,220P-0340,SB0300,,J.Dotson,9,0
BUSML 4251,,5301.0,L,,M W,220P-0340,SB0209,,B.Hipsher,45,45
BUSML 4251,,36003.0,L,,M W,355P-0515,JR0375,,B.Hipsher,39,40
BUSML 4252,,5020.0,L,,T R,245P-0205,SB0200,,{7W2} C.Bunker,10,45
BUSML 4252,,5289.0,L,,T R,935A-1055,GE0315,,{7W1} C.Bunker,17,45
BUSML 4253,,5256.0,L,,T,355P-0515,GE0245,,{7W1} V.Agrawal,20,22
BUSML 4253,,5268.0,L,,R,355P-0515,SB0230,,{7W2} A.Piletz,20,18
BUSML 4254,,5227.0,L,,T R,245P-0205,GE0355,,V.Agrawal,44,45
BUSML 4254,,5334.0,L,,T R,220P-0340,DE0060,,V.Agrawal,28,45
BUSML 4255,,5216.0,L,,T R,245P-0205,SB0305,,G.Donnelly,43,45
BUSML 4255,,5217.0,L,,T R,220P-0340,SB0305,,G.Donnelly,29,45
BUSML 4256,,5224.0,L,,T R,800A-0920,MH0405,,S.LaCross,45,48
BUSML 4256,,5335.0,L,,T R,935A-1055,MH0405,,S.LaCross,48,48
BUSML 4256,,5336.0,L,,M W,110A-1230,SB0209,,K.LEE MINOR,48,48
BUSML 4258,,5262.0,L,,W,110A-1230,GE0285,,J.Quinn,23,36
BUSML 4380,,5184.0,L,,T R,110A-1230,ONLINE,,{7W1} D.Widdifield,30,45
BUSML 4380,,4430.0,L,,T R,245P-0205,ONLINE,,{7W1} D.Widdifield,29,45
BUSML 4381,,4583.0,L,,T R,355P-0515,SB0205,,A.Sodero,21,30
BUSML 4381,,4819.0,L,,T R,220P-0340,SB0205,,A.Sodero,30,30
BUSML 4382,,4428.0,L,,M W,130A,SB0215,,V.Castillo,32,45
BUSML 4382,,4814.0,L,,M W,240P,SB0215,,V.Castillo,12,45
BUSML 4382,,36004.0,L,,M W,020A,SB0205,,R.Gong,22,45
BUSML 4383,,4693.0,L,,M W,245P-0205,GE0245,,{7W2} T.Simon,38,38
BUSML 4383,,5152.0,L,,M W,220P-0340,GE0245,,{7W2} T.Simon,24,38
BUSML 4385,,35268.0,L,,M W,220P-0340,SB0215,,{7W1} V.Castillo,33,45
BUSML 4386,,5221.0,L,,M W,245P-0345,GE0375,,{7W1} A.Sodero,25,45
BUSML 4387,,5174.0,L,,T R,110A-1230,SB0300,,{7W1} S.DeNunzio,45,45
BUSML 4388,,4962.0,L,,T R,110A-1230,SB0300,,{7W2} S.DeNunzio,48,45
BUSML 4998,,4637.0,S,,,,,,S.Malkoc Goodman,0,0
BUSML 4998,,5081.0,S,,,,,,{7W2},0,0
BUSML 4998,,4759.0,S,,,,,,G.Donnelly,0,0
BUSML 4998,,4818.0,S,,,,,,C.Haugtvedt,0,3
BUSML 4998,,4890.0,S,,,,,,,0,0
BUSML 4998,,4891.0,S,,,,,,,0,0
BUSML 4998H,,4600.0,I,,F,230P-0400,,,{7W2},0,0
BUSML 4998H,,4802.0,I,,W,240P,,,,0,5
BUSML 5389,,5033.0,L,,T R,355P-0515,SON0048,,W.Zinn,31,45
BUSML 7193,,4874.0,I,,M W,115P-0245,,,{7W2},0,25
BUSML 7201,,5296.0,L,,M W,100P-0230,GE0275,,{7W2} R.Bailey,10,30
BUSML 7201,,4576.0,L,,M W,100P-0230,GE0275,,{7W2} R.Bailey,5,50
BUSML 7201,,36926.0,L,,M,615P-0930,GE0305,,{7W2} R.Bailey,4,60
BUSML 7201,,37931.0,L,,M,615P-0930,GE0305,,{7W2} R.Bailey,4,10
BUSML 7202,,4577.0,L,,M W,245P-0415,GE0265,,{7W2} J.Walker,9,50
BUSML 7202,,5351.0,L,,W,615P-0745,ONLINE,,{7W2} J.Walker,32,50
BUSML 7206,,4786.0,L,,T R,430P-0600,GE0265,,{7W1} A.Piletz,13,40
BUSML 7215,,5287.0,L,,T,615P-0745,ONLINE,,{7W1} G.Donnelly,34,50
BUSML 7218,,36928.0,L,,,,,,{7W2},0,50
BUSML 7218,,36929.0,L,,R,615P-0745,ONLINE,,{7W2} D.Mitchell,45,50
BUSML 7243,,5116.0,L,,S,830A-1200,GE0375,,{7W2} G.Allenby,48,65
BUSML 7245,,5117.0,L,,S,130P-0300,GE0375,,{7W1} H.Li,13,30
BUSML 7252,,5379.0,L,,S,315P-0430,GE0375,,{7W1} M.Tian,3,50
BUSML 7380,,5110.0,L,,,,,,{7W1},0,40
BUSML 7383,,36968.0,L,,M W,100P-0230,GE0375,,{7W1} A.Sodero,37,40
BUSML 7386,,5364.0,L,,M,700P-0900,ONLINE,,{7W1} S.DeNunzio,48,50
BUSML 7394,,5355.0,L,,W,700P-0900,ONLINE,,A.Pritchard,37,40
BUSML 7399,,36969.0,L,,T,700P-0850,ONLINE,,T.Esper,16,20
BUSML 7800,,5300.0,L,,,,,,T.Esper,22,0
BUSML 7999,,4872.0,I,,,200A-1200,,,R.Reczek,0,5
BUSML 8250,,36966.0,L,,T,930A-1230,FI0500A,,"G.Donnelly, S.Malkoc Goodman",2,0
BUSML 8252,,5160.0,L,,,,,,{7W2},0,10
BUSML 8253,,5234.0,L,,F,100A-1230,FI0500A,,"X.Deng, G.Allenby",5,40
BUSML 8254,,5375.0,L,,,,,,,0,20
BUSML 8381,,5161.0,S,,F,100P-0300,FI0500A,,X.Ren,5,10
BUSML 8383,,5378.0,S,,,,,,{7W1},0,10
BUSML 8386,,37532.0,S,,M,100P-0400,FI0500A,,{7W2} T.Esper,4,10
BUSML 3250,LMA,4685.0,L,,T,530P-0650,GA0318,,B.Hipsher,13,25
BUSML 3380,LMA,4769.0,L,,R,530P-0650,ONLINE,,{7W1} E.Lantz,19,25
BUSML 4380,LMA,4684.0,L,,R,530P-0650,ONLINE,,{7W2} S.DeNunzio,9,25
BUSML 3250,MNS,4689.0,L,,T,530P-0650,ONLINE,,B.Hipsher,9,24
BUSML 3380,MNS,4776.0,L,,R,530P-0650,ONLINE,,{7W1} E.Lantz,10,24
BUSML 4380,MNS,4387.0,L,,R,530P-0650,ONLINE,,{7W2} S.DeNunzio,9,24
BUSML 3250,MRN,4380.0,L,,T,530P-0650,ONLINE,,B.Hipsher,21,30
BUSML 3380,MRN,4381.0,L,,R,530P-0650,ONLINE,,{7W1} E.Lantz,21,30
BUSML 4380,MRN,4382.0,L,,R,530P-0650,ONLINE,,{7W2} S.DeNunzio,6,30
BUSML 3250,NWK,4691.0,L,,T,530P-0650,,,B.Hipsher,16,24
BUSML 3380,NWK,4774.0,L,,R,530P-0650,ONLINE,,{7W1} E.Lantz,22,24
BUSML 4380,NWK,4394.0,L,,R,530P-0650,ONLINE,,{7W2} S.DeNunzio,12,24
KNSISM 2210,,13748.0,L,,,,ONLINE,,M.Horger,115,125
KNSISM 2210,,15637.0,L,,,,,,,0,60
KNSISM 2211,,13749.0,L,,M W F,910A,JE0040,,M.Horger,59,60
KNSISM 2211,,13750.0,L,,,,ONLINE,,M.Horger,121,125
KNSISM 2260,,13751.0,L,,M W F,150P,UH0038,,T.Chen,35,37
KNSISM 2260,,13781.0,L,,M W F,910A,CZ0160,,B.Becher,37,37
KNSISM 3100,,34770.0,L,,T R,935A-1055,RA0100,,M.Horger,79,79
KNSISM 3189,,13767.0,L,,,,ONLINE,,M.Wiser,25,25
KNSISM 3189,,13790.0,L,,,,ONLINE,,M.Wiser,17,25
KNSISM 3189,,13791.0,L,,,,ONLINE,,M.Wiser,4,25
KNSISM 3189,,13794.0,F,,,,ONLINE,,M.Wiser,5,25
KNSISM 3189,,14912.0,F,,,,ONLINE,,M.Wiser,2,25
KNSISM 3208,,13752.0,L,,M W F,130A,UH0038,,T.Chen,37,37
KNSISM 3208,,13753.0,L,,M W F,300P,UH0038,,J.Morton,39,37
KNSISM 4191,,13772.0,F,,,,ONLINE,,B.Becher,3,25
KNSISM 4191,,13792.0,F,,,,ONLINE,,B.Becher,2,25
KNSISM 4191,,13793.0,F,,,,ONLINE,,B.Becher,0,25
KNSISM 4191,,13795.0,F,,,,ONLINE,,B.Becher,1,25
KNSISM 4245,,13754.0,L,,,,ONLINE,,M.Samad,82,80
KNSISM 4411,,13755.0,L,,M W F,130A,LZ0034,,J.Morton,37,37
KNSISM 4411,,13756.0,L,,,,ONLINE,,M.Samad,79,77
KNSISM 4509,,13785.0,L,,M W F,150P,LZ0034,,B.Dhaliwal,37,37
KNSISM 4509,,13786.0,L,,M W F,240P,LZ0034,,B.Dhaliwal,37,37
KNSISM 4607,,13757.0,L,,T R,220P-0340,JE0060,,L.Lower-Hoppe,54,57
KNSISM 4607,,13758.0,L,,T R,110A-1230,PS0014,,M.Samad,54,57
KNSISM 4615,,13759.0,L,,T R,935A-1055,PS0010,,B.Buchanan,57,57
KNSISM 4615,,13760.0,L,,T R,110A-1230,PS0010,,B.Buchanan,57,57
KNSISM 4900,,13770.0,S,,M W,910A-1030,PEA0143,,M.Wiser,31,32
KNSISM 4900,,13771.0,S,,M W,240P-0200,PEA0110,,M.Wiser,30,32
KNSISM 4900,,37807.0,S,,M W F,910A,PS0010,,B.Buchanan,32,32
KNSISM 5610,,13761.0,L,,T R,220P-0340,PS0010,,M.Wiser,42,57
KNSISM 5626,,13762.0,L,,M W F,020A,PS0010,,B.Buchanan,50,57
KNSISM 5626,,13763.0,L,,,,,,,0,57
KNSISM 6189,,13773.0,F,,,,ONLINE,,B.Turner,11,25
KNSISM 6189,,13774.0,F,,,,ONLINE,,B.Turner,1,25
KNSISM 6189,,13783.0,F,,,,ONLINE,,B.Turner,0,25
KNSISM 6189,,14693.0,F,,,,ONLINE,,B.Turner,0,25
KNSISM 6191,,13777.0,F,,,,ONLINE,,B.Turner,20,25
KNSISM 6191,,13778.0,F,,,,ONLINE,,B.Turner,3,25
KNSISM 6191,,13782.0,F,,,,ONLINE,,B.Turner,0,25
KNSISM 6191,,14694.0,F,,,,ONLINE,,B.Turner,0,25
KNSISM 6807,,13764.0,L,,T R,110A-1230,JE0160,,L.Lower-Hoppe,36,40
KNSISM 6837,,13765.0,L,,T R,935A-1055,CZ0160,,D.Pastore,38,40
KNSISM 7897,,13779.0,S,,T,245P-0330,RA0200,,D.Pastore,17,25
KNSISM 7906,,13766.0,L,,R,245P-0330,PEA0143,,M.Samad,26,35
KNSISM 2210,NWK,37242.0,L,,,,ONLINE,,M.Horger,29,30
CRPLAN 2100,,7888.0,L,,T R,935A-1055,KN0175,,R.Valente Cardoso,27,30
CRPLAN 2110,,12678.0,L,,W F,245P-0205,PA0010,,Z.Korosh,15,15
CRPLAN 2110,,12679.0,L,,W F,245P-0205,KN0269,,M.Villaseca,14,15
CRPLAN 2110,,12680.0,L,,T R,110A-1230,KN0258,,M.Yu,15,15
CRPLAN 2110,,12681.0,L,,T R,110A-1230,KN0176,,M.Van Maasakkers,13,15
CRPLAN 2110,,37751.0,L,,W F,245P-0205,EC0015,,K.Usher,15,15
CRPLAN 2600,,7955.0,L,,T R,430P-0610,KN0430,,J.Meyer,32,35
CRPLAN 2630,,37464.0,L,,T R,935A-1055,BE0272,,D.Leonard,0,20
CRPLAN 2630,,12712.0,L,,W F,220P-0340,KN0175,,K.Burton,24,25
CRPLAN 2798,,37463.0,F,,T R,110A-1230,DE0213,,D.Leonard,10,24
CRPLAN 3100,,11414.0,L,,T R,245P-0205,EL2003,,Y.Motoyama,35,35
CRPLAN 3150,,7929.0,L,,M,530P-0810,KN0430,,C.Cartwright,15,37
CRPLAN 3200,,12660.0,L,,W F,110A-1230,KN0175,,G.Korniyenko,30,30
CRPLAN 3200E,,37575.0,L,,W F,110A-1230,KN0175,,G.Korniyenko,5,5
CRPLAN 3210,,12657.0,L,,W F,245P-0205,KN0175,,M.Conroy,35,35
CRPLAN 3310,,37112.0,L,,,,,,,0,20
CRPLAN 3500,,7885.0,L,,T R,800A-0920,KN0190,,L.Edwards,22,40
CRPLAN 3610,,11829.0,L,,T R,245P-0205,KN0269,,C.Price,9,20
CRPLAN 4110,,11265.0,L,,T R,245P-0205,SOE0103,,M.Santana Palacios,18,25
CRPLAN 4191S,,7824.0,F,,,,,,M.Van Maasakkers,0,5
CRPLAN 4194,,37949.0,R,,,,ONLINE,,{7W1} Y.Motoyama,8,20
CRPLAN 4597,,37462.0,L,,T R,220P-0340,KN0175,,D.Leonard,31,35
CRPLAN 4900S,,7907.0,L,,W F,220P-0320,KN0258,,J.Ezell,9,12
CRPLAN 4900S,,7908.0,B,( 7907),W F,320P-0520,,,,9,12
CRPLAN 4900S,,37204.0,L,,T R,220P,,,B.Hanlon,4,8
CRPLAN 4900S,,37205.0,B,,T R,320P-0520,,,B.Hanlon,4,8
CRPLAN 4900S,,7946.0,L,,T R,220P,KN0176,,R.Burrus,3,8
CRPLAN 4900S,,7947.0,B,( 7946),T R,320P-0520,,,,3,8
CRPLAN 4900S,,7948.0,L,,T R,530P-0630,KN0259,,C.Gibson,2,12
CRPLAN 4900S,,7949.0,B,( 7948),T R,630P-0830,,,,2,12
CRPLAN 4900S,,37101.0,B,,W F,320P-0520,,,G.Korniyenko,11,12
CRPLAN 4900S,,37100.0,L,,W F,220P-0320,KN0259,,G.Korniyenko,11,12
CRPLAN 4970.01,,36400.0,L,,,,,,,0,8
CRPLAN 4999,,7916.0,L,,,,,,,0,0
CRPLAN 4999,,7917.0,B,( 7916),,,,,,0,0
CRPLAN 4999H,,7886.0,L,,,,ONLINE,,M.Van Maasakkers,1,1
CRPLAN 4999H,,7887.0,B,( 7886),,,,,J.Reece,0,1
CRPLAN 4999H,,7914.0,B,( 7886),,,ONLINE,,M.Van Maasakkers,1,1
CRPLAN 4999H,,7915.0,B,( 7886),,,,,,0,1
CRPLAN 4999H,,7959.0,B,,,,,,,0,1
CRPLAN 5001,,37161.0,L,,W F,005A,KN0175,,Z.Chen,6,35
CRPLAN 5001,,37162.0,B,(37161),F,210P-0350,KN0430,,D.Ki,6,35
CRPLAN 5001,,37212.0,L,,W F,005A,KN0175,,Z.Chen,0,35
CRPLAN 5001,,37213.0,B,(37212),F,210P-0350,KN0430,,D.Ki,0,35
CRPLAN 5160,,12714.0,L,,,,ONLINE,,K.Burton,14,15
